,SMILES
830,CCNc1ccc2c(c1)Oc1cc(N)ccc1C2c1cccc(F)c1
831,CCNc1ccc2c(c1)Oc1cc(N)ccc1C2c1cccc(Cl)c1
832,CCNc1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(C2OCCCO2)cc1
833,CCNc1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(CN2CCC3(CC2)OCCO3)cc1
834,CCNc1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(C)cc1
835,CCNc1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(OC)c(OC)c1
836,CCNc1ccc2c(c1)Oc1cc(N)ccc1C2c1cc(C)c(OC)c(C)c1
837,CCNc1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(OC)c(F)c1
838,CCNc1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(F)c(C)c1
839,CCNc1ccc2c(c1)Oc1cc(N)ccc1C2c1cccs1
840,CCCc1ccc(C2c3ccc(N)cc3Oc3cc(NCC)ccc32)cc1
841,CCNc1ccc2c(c1)Oc1cc(N)ccc1C2c1cccc(CN2CCOCC2)c1
842,CCNc1ccc2c(c1)Oc1cc(N)ccc1C2c1cccc(CN2CCCCC2)c1
843,CCNc1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(CN2CCCCC2)cc1
844,CCNc1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(CN2CCCC2)cc1
845,Nc1ccc2c(c1)Sc1cc(N)ccc1C2c1ccc(F)cc1
846,CN(C)c1ccc(C2c3ccc(N)cc3Sc3cc(N)ccc32)cc1
847,COc1ccc(C2c3ccc(N)cc3Sc3cc(N)ccc32)cc1
848,Nc1ccc2c(c1)Sc1cc(N)ccc1C2c1ccc(Oc2ccccc2)cc1
849,Nc1ccc2c(c1)Sc1cc(N)ccc1C2c1ccc(OC2CCCCO2)cc1
850,Nc1ccc2c(c1)Sc1cc(N)ccc1C2c1ccc(-c2ccc(Cl)s2)cc1
851,Nc1ccc2c(c1)Sc1cc(N)ccc1C2c1ccc2ccccc2c1
852,CSc1ccc(C2c3ccc(N)cc3Sc3cc(N)ccc32)cc1
853,Nc1ccc2c(c1)Sc1cc(N)ccc1C2c1ccc(-c2ccccc2)cc1
854,Nc1ccc2c(c1)Sc1cc(N)ccc1C2c1ccc(F)c(Cl)c1
855,Nc1ccc2c(c1)Sc1cc(N)ccc1C2c1cc2ccccc2c2ccccc12
856,Nc1ccc2c(c1)Sc1cc(N)ccc1C2c1cc(F)c(F)c(F)c1
857,Nc1ccc2c(c1)Sc1cc(N)ccc1C2c1ccc2ccccc2c1
858,CC(C)(C)c1ccc(C2c3ccc(N)cc3Sc3cc(N)ccc32)cc1
859,Nc1ccc2c(c1)Sc1cc(N)ccc1C2c1ccccc1
860,Cc1cc(C)cc(C2c3ccc(N)cc3Sc3cc(N)ccc32)c1
861,COc1cccc(C2c3ccc(N)cc3Sc3cc(N)ccc32)c1
862,Nc1ccc2c(c1)Sc1cc(N)ccc1C2c1cccc(F)c1
863,Nc1ccc2c(c1)Sc1cc(N)ccc1C2c1cccc(Cl)c1
864,Nc1ccc2c(c1)Sc1cc(N)ccc1C2c1ccc(C2OCCCO2)cc1
865,Nc1ccc2c(c1)Sc1cc(N)ccc1C2c1ccc(CN2CCC3(CC2)OCCO3)cc1
866,Cc1ccc(C2c3ccc(N)cc3Sc3cc(N)ccc32)cc1
867,COc1ccc(C2c3ccc(N)cc3Sc3cc(N)ccc32)cc1OC
868,COc1ccc(C2c3ccc(N)cc3Sc3cc(N)ccc32)cc1F
869,COc1ccc(C2c3ccc(N)cc3Sc3cc(N)ccc32)cc1F
870,Cc1cc(C2c3ccc(N)cc3Sc3cc(N)ccc32)ccc1F
871,Cc1cc(C2c3ccc(N)cc3Sc3cc(N)ccc32)ccc1F
872,Nc1ccc2c(c1)Sc1cc(N)ccc1C2c1cccs1
873,CCCc1ccc(C2c3ccc(N)cc3Sc3cc(N)ccc32)cc1
874,Nc1ccc2c(c1)Sc1cc(N)ccc1C2c1cccc(CN2CCOCC2)c1
875,Nc1ccc2c(c1)Sc1cc(N)ccc1C2c1cccc(CN2CCCCC2)c1
876,Nc1ccc2c(c1)Sc1cc(N)ccc1C2c1ccc(CN2CCCCC2)cc1
877,Nc1ccc2c(c1)Sc1cc(N)ccc1C2c1ccc(CN2CCCC2)cc1
878,CC1=CC(C)(C)Nc2ccc3c(c21)Oc1cc(N)ccc1C3c1ccc(F)cc1
879,CC1=CC(C)(C)Nc2ccc3c(c21)Oc1cc(N)ccc1C3c1ccc(N(C)C)cc1
880,COc1ccc(C2c3ccc(N)cc3Oc3c2ccc2c3C(C)=CC(C)(C)N2)cc1
881,CC1=CC(C)(C)Nc2ccc3c(c21)Oc1cc(N)ccc1C3c1ccc(Oc2ccccc2)cc1
882,CC1=CC(C)(C)Nc2ccc3c(c21)Oc1cc(N)ccc1C3c1ccc(OC2CCCCO2)cc1
883,CC1=CC(C)(C)Nc2ccc3c(c21)Oc1cc(N)ccc1C3c1ccc(Cl)s1
884,CC1=CC(C)(C)Nc2ccc3c(c21)Oc1cc(N)ccc1C3c1ccc2ccccc2c1
885,CSc1ccc(C2c3ccc(N)cc3Oc3c2ccc2c3C(C)=CC(C)(C)N2)cc1
886,CC1=CC(C)(C)Nc2ccc3c(c21)Oc1cc(N)ccc1C3c1ccc(-c2ccccc2)cc1
887,CC1=CC(C)(C)Nc2ccc3c(c21)Oc1cc(N)ccc1C3c1ccc(F)c(Cl)c1
888,CC1=CC(C)(C)Nc2ccc3c(c21)Oc1cc(N)ccc1C3c1cc2ccccc2c2ccccc12
889,CC1=CC(C)(C)Nc2ccc3c(c21)Oc1cc(N)ccc1C3c1cc(F)c(F)c(F)c1
890,COc1ccc2cc(C3c4ccc(N)cc4Oc4c3ccc3c4C(C)=CC(C)(C)N3)ccc2c1
891,CC1=CC(C)(C)Nc2ccc3c(c21)Oc1cc(N)ccc1C3c1ccc(C(C)(C)C)cc1
892,CC1=CC(C)(C)Nc2ccc3c(c21)Oc1cc(N)ccc1C3c1ccccc1
893,CC1=CC(C)(C)Nc2ccc3c(c21)Oc1cc(N)ccc1C3c1cc(C)cc(C)c1
894,COc1cccc(C2c3ccc(N)cc3Oc3c2ccc2c3C(C)=CC(C)(C)N2)c1
895,CC1=CC(C)(C)Nc2ccc3c(c21)Oc1cc(N)ccc1C3c1ccc2c(c1)OCO2
896,CC1=CC(C)(C)Nc2ccc3c(c21)Oc1cc(N)ccc1C3c1cccc(F)c1
897,CC1=CC(C)(C)Nc2ccc3c(c21)Oc1cc(N)ccc1C3c1cccc(Cl)c1
898,CC1=CC(C)(C)Nc2ccc3c(c21)Oc1cc(N)ccc1C3c1ccc(C2OCCCO2)cc1
899,CC1=CC(C)(C)Nc2ccc3c(c21)Oc1cc(N)ccc1C3c1ccc(CN2CCC3(CC2)OCCO3)cc1
900,CC1=CC(C)(C)Nc2ccc3c(c21)Oc1cc(N)ccc1C3c1ccc(C)cc1
901,COc1ccc(C2c3ccc(N)cc3Oc3c2ccc2c3C(C)=CC(C)(C)N2)cc1OC
902,COc1c(C)cc(C2c3ccc(N)cc3Oc3c2ccc2c3C(C)=CC(C)(C)N2)cc1C
903,COc1ccc(C2c3ccc(N)cc3Oc3c2ccc2c3C(C)=CC(C)(C)N2)cc1F
904,CC1=CC(C)(C)Nc2ccc3c(c21)Oc1cc(N)ccc1C3c1ccc(F)c(C)c1
905,CC1=CC(C)(C)Nc2ccc3c(c21)Oc1cc(N)ccc1C3c1cccs1
906,CCCc1ccc(C2c3ccc(N)cc3Oc3c2ccc2c3C(C)=CC(C)(C)N2)cc1
907,CC1=CC(C)(C)Nc2ccc3c(c21)Oc1cc(N)ccc1C3c1cccc(CN2CCOCC2)c1
908,CC1=CC(C)(C)Nc2ccc3c(c21)Oc1cc(N)ccc1C3c1cccc(CN2CCCCC2)c1
909,CC1=CC(C)(C)Nc2ccc3c(c21)Oc1cc(N)ccc1C3c1ccc(CN2CCCCC2)cc1
910,CC1=CC(C)(C)Nc2ccc3c(c21)Oc1cc(N)ccc1C3c1ccc(CN2CCCC2)cc1
911,CCCCN(CCCC)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(F)cc1
912,CCCCN(CCCC)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(N(C)C)cc1
913,CCCCN(CCCC)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(OC)cc1
914,CCCCN(CCCC)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(Oc2ccccc2)cc1
915,CCCCN(CCCC)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(OC2CCCCO2)cc1
916,CCCCN(CCCC)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(Cl)s1
917,CCCCN(CCCC)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc2ccccc2c1
918,CCCCN(CCCC)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(SC)cc1
919,CCCCN(CCCC)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(-c2ccccc2)cc1
920,CCCCN(CCCC)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(F)c(Cl)c1
921,CCCCN(CCCC)c1ccc2c(c1)Oc1cc(N)ccc1C2c1cc2ccccc2c2ccccc12
922,CCCCN(CCCC)c1ccc2c(c1)Oc1cc(N)ccc1C2c1cc(F)c(F)c(F)c1
923,CCCCN(CCCC)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc2cc(OC)ccc2c1
924,CCCCN(CCCC)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(C(C)(C)C)cc1
925,CCCCN(CCCC)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccccc1
926,CCCCN(CCCC)c1ccc2c(c1)Oc1cc(N)ccc1C2c1cc(C)cc(C)c1
927,CCCCN(CCCC)c1ccc2c(c1)Oc1cc(N)ccc1C2c1cccc(OC)c1
928,CCCCN(CCCC)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc2c(c1)OCO2
929,CCCCN(CCCC)c1ccc2c(c1)Oc1cc(N)ccc1C2c1cccc(F)c1
930,CCCCN(CCCC)c1ccc2c(c1)Oc1cc(N)ccc1C2c1cccc(Cl)c1
931,CCCCN(CCCC)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(C2OCCCO2)cc1
932,CCCCN(CCCC)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(CN2CCC3(CC2)OCCO3)cc1
933,CCCCN(CCCC)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(C)cc1
934,CCCCN(CCCC)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(OC)c(OC)c1
935,CCCCN(CCCC)c1ccc2c(c1)Oc1cc(N)ccc1C2c1cc(C)c(OC)c(C)c1
936,CCCCN(CCCC)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(OC)c(F)c1
937,CCCCN(CCCC)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(F)c(C)c1
938,CCCCN(CCCC)c1ccc2c(c1)Oc1cc(N)ccc1C2c1cccs1
939,CCCCN(CCCC)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(CCC)cc1
940,CCCCN(CCCC)c1ccc2c(c1)Oc1cc(N)ccc1C2c1cccc(CN2CCOCC2)c1
941,CCCCN(CCCC)c1ccc2c(c1)Oc1cc(N)ccc1C2c1cccc(CN2CCCCC2)c1
942,CCCCN(CCCC)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(CN2CCCCC2)cc1
943,CCCCN(CCCC)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(CN2CCCC2)cc1
944,CC1=CC(C)(C)Nc2ccc3c(c21)N(C)c1cc(N)ccc1C3c1ccc(F)cc1
945,CC1=CC(C)(C)Nc2ccc3c(c21)N(C)c1cc(N)ccc1C3c1ccc(N(C)C)cc1
946,COc1ccc(C2c3ccc(N)cc3N(C)c3c2ccc2c3C(C)=CC(C)(C)N2)cc1
947,CC1=CC(C)(C)Nc2ccc3c(c21)N(C)c1cc(N)ccc1C3c1ccc(Oc2ccccc2)cc1
948,CC1=CC(C)(C)Nc2ccc3c(c21)N(C)c1cc(N)ccc1C3c1ccc(OC2CCCCO2)cc1
949,CC1=CC(C)(C)Nc2ccc3c(c21)N(C)c1cc(N)ccc1C3c1ccc(Cl)s1
950,CC1=CC(C)(C)Nc2ccc3c(c21)N(C)c1cc(N)ccc1C3c1ccc2ccccc2c1
951,CSc1ccc(C2c3ccc(N)cc3N(C)c3c2ccc2c3C(C)=CC(C)(C)N2)cc1
952,CC1=CC(C)(C)Nc2ccc3c(c21)N(C)c1cc(N)ccc1C3c1ccc(-c2ccccc2)cc1
953,CC1=CC(C)(C)Nc2ccc3c(c21)N(C)c1cc(N)ccc1C3c1ccc(F)c(Cl)c1
954,CC1=CC(C)(C)Nc2ccc3c(c21)N(C)c1cc(N)ccc1C3c1cc2ccccc2c2ccccc12
955,CC1=CC(C)(C)Nc2ccc3c(c21)N(C)c1cc(N)ccc1C3c1cc(F)c(F)c(F)c1
956,COc1ccc2cc(C3c4ccc(N)cc4N(C)c4c3ccc3c4C(C)=CC(C)(C)N3)ccc2c1
957,CC1=CC(C)(C)Nc2ccc3c(c21)N(C)c1cc(N)ccc1C3c1ccc(C(C)(C)C)cc1
958,CC1=CC(C)(C)Nc2ccc3c(c21)N(C)c1cc(N)ccc1C3c1ccccc1
959,CC1=CC(C)(C)Nc2ccc3c(c21)N(C)c1cc(N)ccc1C3c1cc(C)cc(C)c1
960,COc1cccc(C2c3ccc(N)cc3N(C)c3c2ccc2c3C(C)=CC(C)(C)N2)c1
961,CC1=CC(C)(C)Nc2ccc3c(c21)N(C)c1cc(N)ccc1C3c1ccc2c(c1)OCO2
962,CC1=CC(C)(C)Nc2ccc3c(c21)N(C)c1cc(N)ccc1C3c1cccc(F)c1
963,CC1=CC(C)(C)Nc2ccc3c(c21)N(C)c1cc(N)ccc1C3c1cccc(Cl)c1
964,CC1=CC(C)(C)Nc2ccc3c(c21)N(C)c1cc(N)ccc1C3c1ccc(C2OCCCO2)cc1
965,CC1=CC(C)(C)Nc2ccc3c(c21)N(C)c1cc(N)ccc1C3c1ccc(CN2CCC3(CC2)OCCO3)cc1
966,CC1=CC(C)(C)Nc2ccc3c(c21)N(C)c1cc(N)ccc1C3c1ccc(C)cc1
967,COc1ccc(C2c3ccc(N)cc3N(C)c3c2ccc2c3C(C)=CC(C)(C)N2)cc1OC
968,COc1c(C)cc(C2c3ccc(N)cc3N(C)c3c2ccc2c3C(C)=CC(C)(C)N2)cc1C
969,COc1ccc(C2c3ccc(N)cc3N(C)c3c2ccc2c3C(C)=CC(C)(C)N2)cc1F
970,CC1=CC(C)(C)Nc2ccc3c(c21)N(C)c1cc(N)ccc1C3c1ccc(F)c(C)c1
971,CC1=CC(C)(C)Nc2ccc3c(c21)N(C)c1cc(N)ccc1C3c1cccs1
972,CCCc1ccc(C2c3ccc(N)cc3N(C)c3c2ccc2c3C(C)=CC(C)(C)N2)cc1
973,CC1=CC(C)(C)Nc2ccc3c(c21)N(C)c1cc(N)ccc1C3c1cccc(CN2CCOCC2)c1
974,CC1=CC(C)(C)Nc2ccc3c(c21)N(C)c1cc(N)ccc1C3c1cccc(CN2CCCCC2)c1
975,CC1=CC(C)(C)Nc2ccc3c(c21)N(C)c1cc(N)ccc1C3c1ccc(CN2CCCCC2)cc1
976,CC1=CC(C)(C)Nc2ccc3c(c21)N(C)c1cc(N)ccc1C3c1ccc(CN2CCCC2)cc1
977,CCN(CC)c1ccc2c(c1)Nc1cc(N)ccc1C2c1ccc(F)cc1
978,CCN(CC)c1ccc2c(c1)Nc1cc(N)ccc1C2c1ccc(N(C)C)cc1
979,CCN(CC)c1ccc2c(c1)Nc1cc(N)ccc1C2c1ccc(OC)cc1
980,CCN(CC)c1ccc2c(c1)Nc1cc(N)ccc1C2c1ccc(Oc2ccccc2)cc1
981,CCN(CC)c1ccc2c(c1)Nc1cc(N)ccc1C2c1ccc(OC2CCCCO2)cc1
982,CCN(CC)c1ccc2c(c1)Nc1cc(N)ccc1C2c1ccc(Cl)s1
983,CCN(CC)c1ccc2c(c1)Nc1cc(N)ccc1C2c1ccc2ccccc2c1
984,CCN(CC)c1ccc2c(c1)Nc1cc(N)ccc1C2c1ccc(SC)cc1
985,CCN(CC)c1ccc2c(c1)Nc1cc(N)ccc1C2c1ccc(-c2ccccc2)cc1
986,CCN(CC)c1ccc2c(c1)Nc1cc(N)ccc1C2c1ccc(F)c(Cl)c1
987,CCN(CC)c1ccc2c(c1)Nc1cc(N)ccc1C2c1cc2ccccc2c2ccccc12
988,CCN(CC)c1ccc2c(c1)Nc1cc(N)ccc1C2c1cc(F)c(F)c(F)c1
989,CCN(CC)c1ccc2c(c1)Nc1cc(N)ccc1C2c1ccc2cc(OC)ccc2c1
990,CCN(CC)c1ccc2c(c1)Nc1cc(N)ccc1C2c1ccc(C(C)(C)C)cc1
991,CCN(CC)c1ccc2c(c1)Nc1cc(N)ccc1C2c1ccccc1
992,CCN(CC)c1ccc2c(c1)Nc1cc(N)ccc1C2c1cc(C)cc(C)c1
993,CCN(CC)c1ccc2c(c1)Nc1cc(N)ccc1C2c1cccc(OC)c1
994,CCN(CC)c1ccc2c(c1)Nc1cc(N)ccc1C2c1ccc2c(c1)OCO2
995,CCN(CC)c1ccc2c(c1)Nc1cc(N)ccc1C2c1cccc(F)c1
996,CCN(CC)c1ccc2c(c1)Nc1cc(N)ccc1C2c1cccc(Cl)c1
997,CCN(CC)c1ccc2c(c1)Nc1cc(N)ccc1C2c1ccc(C2OCCCO2)cc1
998,CCN(CC)c1ccc2c(c1)Nc1cc(N)ccc1C2c1ccc(CN2CCC3(CC2)OCCO3)cc1
999,CCN(CC)c1ccc2c(c1)Nc1cc(N)ccc1C2c1ccc(C)cc1
1000,CCN(CC)c1ccc2c(c1)Nc1cc(N)ccc1C2c1ccc(OC)c(OC)c1
1001,CCN(CC)c1ccc2c(c1)Nc1cc(N)ccc1C2c1cc(C)c(OC)c(C)c1
1002,CCN(CC)c1ccc2c(c1)Nc1cc(N)ccc1C2c1ccc(OC)c(F)c1
1003,CCN(CC)c1ccc2c(c1)Nc1cc(N)ccc1C2c1ccc(F)c(C)c1
1004,CCN(CC)c1ccc2c(c1)Nc1cc(N)ccc1C2c1cccs1
1005,CCCc1ccc(C2c3ccc(N)cc3Nc3cc(N(CC)CC)ccc32)cc1
1006,CCN(CC)c1ccc2c(c1)Nc1cc(N)ccc1C2c1cccc(CN2CCOCC2)c1
1007,CCN(CC)c1ccc2c(c1)Nc1cc(N)ccc1C2c1cccc(CN2CCCCC2)c1
1008,CCN(CC)c1ccc2c(c1)Nc1cc(N)ccc1C2c1ccc(CN2CCCCC2)cc1
1009,CCN(CC)c1ccc2c(c1)Nc1cc(N)ccc1C2c1ccc(CN2CCCC2)cc1
1010,CCN(CCCN(C)C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(F)cc1
1011,CCN(CCCN(C)C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(N(C)C)cc1
1012,CCN(CCCN(C)C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(OC)cc1
1013,CCN(CCCN(C)C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(Oc2ccccc2)cc1
1014,CCN(CCCN(C)C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(OC2CCCCO2)cc1
1015,CCN(CCCN(C)C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(Cl)s1
1016,CCN(CCCN(C)C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc2ccccc2c1
1017,CCN(CCCN(C)C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(SC)cc1
1018,CCN(CCCN(C)C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(-c2ccccc2)cc1
1019,CCN(CCCN(C)C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(F)c(Cl)c1
1020,CCN(CCCN(C)C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1cc2ccccc2c2ccccc12
1021,CCN(CCCN(C)C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1cc(F)c(F)c(F)c1
1022,CCN(CCCN(C)C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc2cc(OC)ccc2c1
1023,CCN(CCCN(C)C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(C(C)(C)C)cc1
1024,CCN(CCCN(C)C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccccc1
1025,CCN(CCCN(C)C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1cc(C)cc(C)c1
1026,CCN(CCCN(C)C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1cccc(OC)c1
1027,CCN(CCCN(C)C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc2c(c1)OCO2
1028,CCN(CCCN(C)C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1cccc(F)c1
1029,CCN(CCCN(C)C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1cccc(Cl)c1
1030,CCN(CCCN(C)C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(C2OCCCO2)cc1
1031,CCN(CCCN(C)C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(CN2CCC3(CC2)OCCO3)cc1
1032,CCN(CCCN(C)C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(C)cc1
1033,CCN(CCCN(C)C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(OC)c(OC)c1
1034,CCN(CCCN(C)C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1cc(C)c(OC)c(C)c1
1035,CCN(CCCN(C)C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(OC)c(F)c1
1036,CCN(CCCN(C)C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(F)c(C)c1
1037,CCN(CCCN(C)C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1cccs1
1038,CCCc1ccc(C2c3ccc(N)cc3Oc3cc(N(CC)CCCN(C)C)ccc32)cc1
1039,CCN(CCCN(C)C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1cccc(CN2CCOCC2)c1
1040,CCN(CCCN(C)C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1cccc(CN2CCCCC2)c1
1041,CCN(CCCN(C)C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(CN2CCCCC2)cc1
1042,CCN(CCCN(C)C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(CN2CCCC2)cc1
1043,CN(Cc1ccccc1)C1=[N+]2C(=C(c3ccc(N)cc3)c3ccc(-n4cc(C5CC5)nn4)n3[B-]2(F)F)C=C1
1044,CCCC(C)Cc1cn(-c2ccc3n2[B-](F)(F)[N+]2=C(Nc4ccccc4OC)C=CC2=C3c2ccc(N)cc2)nn1
1045,Nc1ccc(C2=C3C=CC(NCc4cc(F)cc(F)c4)=[N+]3[B-](F)(F)n3c2ccc3-n2cc(CCc3ccccc3)nn2)cc1
1046,COc1ccc(OC)c(CNC2=[N+]3C(=C(c4ccc(N)cc4)c4ccc(-n5cc(CC(C)C)nn5)n4[B-]3(F)F)C=C2)c1
1047,COc1ccc(OC)c(CNC2=[N+]3C(=C(c4ccc(N)cc4)c4ccc(-n5cc(CCc6ccccc6)nn5)n4[B-]3(F)F)C=C2)c1
1048,CCCc1cn(-c2ccc3n2[B-](F)(F)[N+]2=C(NCc4cc(F)cc(F)c4)C=CC2=C3c2ccc(N)cc2)nn1
1049,Cc1ccccc1NC1=[N+]2C(=C(c3ccc(N)cc3)c3ccc(-n4cc(CC5CCCCC5)nn4)n3[B-]2(F)F)C=C1
1050,COc1ccccc1NC1=[N+]2C(=C(c3ccc(N)cc3)c3ccc(-n4cc(N(C)Cc5ccccc5)nn4)n3[B-]2(F)F)C=C1
1051,CC1CN(C2=[N+]3C(=C(c4ccc(N)cc4)c4ccc(-n5cc(C6CCCC6)nn5)n4[B-]3(F)F)C=C2)CC(C)O1
1052,CCCCCC(O)c1cn(-c2ccc3n2[B-](F)(F)[N+]2=C(N4CC(C)OC(C)C4)C=CC2=C3c2ccc(N)cc2)nn1
1053,CC1CN(C2=[N+]3C(=C(c4ccc(N)cc4)c4ccc(-n5cc(CC6CCCCC6)nn5)n4[B-]3(F)F)C=C2)CC(C)O1
1054,COc1ccccc1NC1=[N+]2C(=C(c3ccc(N)cc3)c3ccc(-n4cc(C5CCCC5)nn4)n3[B-]2(F)F)C=C1
1055,Nc1ccc(C2=C3C=CC(NCc4cc(F)cc(F)c4)=[N+]3[B-](F)(F)n3c2ccc3-n2cc(C3CC3)nn2)cc1
1056,CC(C)Cc1cn(-c2ccc3n2[B-](F)(F)[N+]2=C(N4CC(C)OC(C)C4)C=CC2=C3c2ccc(N)cc2)nn1
1057,CC1CN(C2=[N+]3C(=C(c4ccc(N)cc4)c4ccc(-n5cc(CCc6ccccc6)nn5)n4[B-]3(F)F)C=C2)CC(C)O1
1058,Nc1ccc(C2=C3C=CC(N4CCCC4)=[N+]3[B-](F)(F)n3c2ccc3-n2cc(CO)nn2)cc1
1059,COc1ccc(OC)c(CNC2=[N+]3C(=C(c4ccc(N)cc4)c4ccc(-n5cc(C6CC6)nn5)n4[B-]3(F)F)C=C2)c1
1060,Nc1ccc(C2=C3C=CC(NCc4cc(F)cc(F)c4)=[N+]3[B-](F)(F)n3c2ccc3-n2cc(CC3CCCCC3)nn2)cc1
1061,COc1ccc(OC)c(CNC2=[N+]3C(=C(c4ccc(N)cc4)c4ccc(-n5cc(N(C)Cc6ccccc6)nn5)n4[B-]3(F)F)C=C2)c1
1062,Nc1ccc(C2=C3C=CC(N4CCCC4)=[N+]3[B-](F)(F)n3c2ccc3-n2cc(C3CCCC3)nn2)cc1
1063,Cc1ccccc1NC1=[N+]2C(=C(c3ccc(N)cc3)c3ccc(-n4cc(C5CC5)nn4)n3[B-]2(F)F)C=C1
1064,CC(C)Cc1cn(-c2ccc3n2[B-](F)(F)[N+]2=C(N4CCCC4)C=CC2=C3c2ccc(N)cc2)nn1
1065,COc1ccc(OC)c(CNC2=[N+]3C(=C(c4ccc(N)cc4)c4ccc(-n5cc(CO)nn5)n4[B-]3(F)F)C=C2)c1
1066,CCCCCC(O)c1cn(-c2ccc3n2[B-](F)(F)[N+]2=C(N4CCCC4)C=CC2=C3c2ccc(N)cc2)nn1
1067,CCCCCC(O)c1cn(-c2ccc3n2[B-](F)(F)[N+]2=C(N(C)Cc4ccccc4)C=CC2=C3c2ccc(N)cc2)nn1
1068,COc1ccc(OC)c(CNC2=[N+]3C(=C(c4ccc(N)cc4)c4ccc(-n5cc(C6CCCC6)nn5)n4[B-]3(F)F)C=C2)c1
1069,CN(Cc1ccccc1)C1=[N+]2C(=C(c3ccc(N)cc3)c3ccc(-n4cc(N(C)Cc5ccccc5)nn4)n3[B-]2(F)F)C=C1
1070,CCCCCC(O)c1cn(-c2ccc3n2[B-](F)(F)[N+]2=C(NCc4cc(F)cc(F)c4)C=CC2=C3c2ccc(N)cc2)nn1
1071,Cc1ccccc1NC1=[N+]2C(=C(c3ccc(N)cc3)c3ccc(-n4cc(CC(C)C)nn4)n3[B-]2(F)F)C=C1
1072,CCCC(C)c1cn(-c2ccc3n2[B-](F)(F)[N+]2=C(Nc4ccccc4C)C=CC2=C3c2ccc(N)cc2)nn1
